PFAM_ID	Description	Present_in_these_samples
PF00198	2-oxoacid_dh	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00199	Catalase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00202	Aminotran_3	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00203	Ribosomal_S19	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00204	DNA_gyraseB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00205	TPP_enzyme_M	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00206	Lyase_1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00207	A2M	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00208	ELFV_dehydrog	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00210	Ferritin	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00213	OSCP	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00215	OMPdecase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00216	Bac_DNA_binding	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00218	IGPS	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00224	PK	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00226	DnaJ	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00227	Proteasome	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00230	MIP	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00231	ATP-synt	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00232	Glyco_hydro_1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00237	Ribosomal_L22	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00238	Ribosomal_L14	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00239	Resolvase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00245	Alk_phosphatase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00246	Peptidase_M14	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00248	Aldo_ket_red	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00251	Glyco_hydro_32N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00252	Ribosomal_L16	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00253	Ribosomal_S14	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00254	FKBP_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00255	GSHPx	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00258	Flavodoxin_1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00263	Secretin	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00265	TK	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00266	Aminotran_5	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00267	Porin_1	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00268	Ribonuc_red_sm	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00270	DEAD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00271	Helicase_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00275	EPSP_synthase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00276	Ribosomal_L23	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00278	Orn_DAP_Arg_deC	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00281	Ribosomal_L5	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00282	Pyridoxal_deC	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00285	Citrate_synt	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00288	GHMP_kinases_N	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00289	CPSase_L_chain	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00290	Trp_syntA	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00291	PALP	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00293	NUDIX	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00294	PfkB	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00296	Bac_luciferase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00297	Ribosomal_L3	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00298	Ribosomal_L11	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00300	PGAM	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00301	Rubredoxin	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00302	CAT	Escherichia_coli_KO11_uid33875.pfam,
PF00303	Thymidylat_synt	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00306	ATP-synt_ab_C	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00308	Bac_DnaA	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00309	Sigma54_AID	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00310	GATase_2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00311	PEPcase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00312	Ribosomal_S15	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00313	CSD	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00316	FBPase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00317	Ribonuc_red_lgN	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00318	Ribosomal_S2	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00324	AA_permease	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00325	Crp	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00326	Peptidase_S9	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00327	Ribosomal_L30	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00328	Acid_phosphat_A	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00329	Complex1_30kDa	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00330	Aconitase	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00333	Ribosomal_S5	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00334	NDK	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00338	Ribosomal_S10	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
PF00342	PGI	TY2482.pfam,TY2482_hiseq.pfam,LB226692.pfam,Escherichia_coli_W_uid48011.pfam,Escherichia_coli_SE11_uid18057.pfam,Escherichia_coli_KO11_uid33875.pfam,Escherichia_coli_IAI1_uid33373.pfam,Escherichia_coli_E24377A_uid13960.pfam,Escherichia_coli_55989_uid33413.pfam,
